Gender,Ethnicity,Country,h-index,Citation count,Co-authors’ genders (Google Scholar),Co-authors’ ethnicity (Google Scholar),Co-authors’ genders (OpenAI),Co-authors’ ethnicity (OpenAI),Match Count 50%,Match Count 60%,Match Count 70%,Match Count 80%
Female,Asian,Portugal,17,1041,"Female, Male, Female","Hispanic, Hispanic, Hispanic","Male, Female","Hispanic, Hispanic",1,1,0,0
Female,Black,Canada,84,32538,"Male, Female, Male","Hispanic, White, Hispanic","Male, Male, Male","Hispanic, White, White",1,0,0,0
Male,Asian,USA,21,2907,"Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, Asian, Asian, Asian, Asian, White, Asian, Hispanic, Asian, Hispanic, Asian, Black, Hispanic, White, Asian, Asian, Asian, Asian, White, Asian, Hispanic, White, White, White, Asian, White, Black, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Black, Asian, White, White, Asian, White, White, Asian, White, White",5,3,1,0
Male,White,UK,6,121,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, White, White, White, White, Asian, White, White, Hispanic, Black","Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, White, Black, White, White, Asian, White",2,1,0,0
Female,Hispanic,Spain,32,6915,"Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male","Asian, Hispanic, White, Black, Hispanic, White, Hispanic, Hispanic, Black, Hispanic, White, Hispanic, Hispanic, Asian, Asian, Hispanic, Black, Hispanic, White, White, Asian, Black, Hispanic, Hispanic, Asian, Hispanic, Hispanic, Hispanic, Asian, Asian, White, White, Hispanic, Asian, Asian, Black","Male, Male, Male, Male, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, White, White, Hispanic, White, White, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Hispanic, Hispanic, Hispanic, Hispanic, White, Hispanic, Hispanic, Hispanic, Hispanic, White, Hispanic, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",15,4,2,2
Male,Black,UK,7,337,"Male, Female, Male, Female, Male, Female, Male, Male","Black, Hispanic, Black, Asian, White, Hispanic, Hispanic, Black","Male, Male, Male, Male, Male, Female, Male, Male","Black, Hispanic, Hispanic, Hispanic, White, Black, Asian, White",1,1,1,1
Female,Asian,Ireland,13,616,"Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female","Asian, White, Hispanic, Asian, Asian, White, White, Asian, Asian, Asian, Asian, Black, Asian, Asian","Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian",2,0,0,0
Male,White,Italy,43,6169,"Male, Female, Female, Male, Female, Male, Male, Male, Female, Female, Female, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Female, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male","Hispanic, Hispanic, Hispanic, Black, White, Hispanic, Asian, Hispanic, Hispanic, Asian, Hispanic, Asian, Hispanic, Asian, Hispanic, Hispanic, White, Asian, Hispanic, Asian, White, White, White, White, Hispanic, White, White, Asian, Asian, Hispanic, Black, White, Asian, Hispanic, White, White, Asian, Hispanic, Asian, Hispanic, Black, White, White, White, Asian, Asian, Asian, Hispanic, Hispanic, Asian, White, Black","Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Female, Male, Male, Male, Male, Female","Asian, Hispanic, Hispanic, Asian, Hispanic, Hispanic, White, Asian, Asian, Hispanic, White, Hispanic, Hispanic, Asian, Asian, White, Hispanic, Hispanic, White, White, Asian, White, White, Hispanic, White, Asian, Hispanic, Hispanic, Hispanic, White, Asian, Asian, Hispanic, Hispanic, White",30,18,7,2
Male,White,UK,31,4453,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male","Hispanic, White, White, Asian, White, White, White, Hispanic, White, Asian, Hispanic, Hispanic, Asian, White, Hispanic, Black, Hispanic, White, Asian, Hispanic, Hispanic, White, White, Black, Asian, White, Asian, Asian, Asian, Asian, Asian, White, Black, Hispanic, Asian, Asian, Asian, Asian, White, White, Hispanic, Asian, Asian","Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Asian, Hispanic, Hispanic, Hispanic, Hispanic, White, White, Hispanic, Hispanic, White, White, Asian, Hispanic, Asian, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Hispanic, Asian, Asian, Asian, Black, Black, Black, Hispanic, Black",18,3,0,0
Male,Asian,Germany,17,2088,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, White, White, White, Asian, Asian, White, Hispanic, Asian, Asian, Asian, Hispanic, Black, Hispanic, Asian, Hispanic, White, White, Asian, White, Hispanic, White, Asian, White, Asian, Asian, Asian, White, Hispanic, White, Asian, Black, White, Black, Asian, Asian, White, Asian, Black, White, White, Black, Asian, Asian, Asian, Asian, Hispanic, White, White, White, Hispanic, White, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, White, Hispanic, Asian, Hispanic, Asian, Hispanic, Hispanic, Hispanic, Hispanic",7,2,1,1
Male,Black,Germany,17,1274,"Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, Asian, White, White, Black, Black, Asian, Black, Hispanic, Hispanic, Black, Asian, Asian, White, Asian, White, Asian, Hispanic, White, Asian, White, Asian, Black, White, Hispanic, Asian, Black, Asian, Asian, Black, White, White, Asian, Black, White, White, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Hispanic, Hispanic, Asian, White, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",8,3,1,0
Male,Asian,Finalnd,14,373,"Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female","White, Asian, Asian, White, Asian, Asian, Asian, Hispanic, White, Black, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",3,1,0,0
Male,Asian,Germany,48,11104,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Black, White, Asian, White, White, White, Asian, Asian, Asian, Asian, Hispanic, White, White, Asian, White, White, Hispanic, White, Asian, Asian, Black, White, Hispanic, White, White, White, White, White, White, Hispanic, White, White, Hispanic, White, Asian, White, White, Black, Asian, White, White, Asian, Hispanic, White, Asian, White, White, Asian, White, White, White, White, Asian, White, Black, White, White, Asian, Hispanic, White, Asian, White, White, White, White, Black, Black, Asian, Asian, Asian, White, White, White, Black, White, White, White, Asian, White, Asian, White, Asian, Hispanic, White, White, Black, White, Hispanic","Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male","Asian, White, Hispanic, White, White, Asian, Asian, White, White, White, Asian, White, Hispanic, White",12,6,3,1
Male,White,Germany,17,975,"Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female","White, White, Asian, Black, White, White, Black, White, Asian, Hispanic, Asian, White, Asian, Hispanic, White, White, White, Black, Asian, Black, Asian, White, Black","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",5,3,1,0
Male,Asian,USA,65,17957,"Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male","Hispanic, Black, Hispanic, Hispanic, White, Hispanic, Hispanic, Hispanic, Hispanic, White, Hispanic, Asian, White, Black, Asian, White, Hispanic, Asian, Asian, Hispanic, White, Asian, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",9,5,3,3
Male,Hispanic,Germany,4,83,Male,White,Male,White,0,0,0,0
Female,Asian,Korea,43,19595,"Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Female, Female, Female, Female, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female","Asian, Asian, Asian, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, White, Hispanic, Hispanic, Asian, Asian, Asian, Asian, Hispanic, Asian, Asian, Asian, Asian, White, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Black, Hispanic, Asian, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, Asian, Hispanic, White, Asian, Asian, Asian, Hispanic, White, Hispanic, Hispanic, Asian","Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male","White, White, Asian, Asian, Asian, White, Asian, Asian, Asian, Asian, Asian",11,9,9,9
Male,Asian,UK,7,364,"Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Black, Asian, Asian, Asian, Hispanic, White, Asian, Asian, Hispanic, Asian, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Hispanic, White, White, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, White, White",1,0,0,0
Female,White,Ireland,2,9,Male,White,Male,White,0,0,0,0
Male,White,Germany,6,135,"Male, Male, Male, Male, Female, Male, Female, Female, Male, Male, Male, Male","Asian, White, Asian, White, White, Asian, Black, White, White, White, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",4,1,1,0
Male,Asian,USA,62,15302,"Male, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Female, Female, Female, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Female, Female, Male, Female","White, White, White, White, White, Hispanic, White, White, Asian, White, Hispanic, White, White, Asian, White, Asian, Hispanic, White, Asian, White, Asian, White, Asian, Black, Asian, Black, Asian, Asian, Asian, White, White, Asian, White, White, Asian, Asian, White, White, White, Asian, White, White, Asian, White, Asian, Asian, Hispanic, White, Hispanic, Asian, Asian, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, White, White, White, White, White, White, White",10,2,0,0
Male,White,USA,28,2629,"Female, Female, Male, Female, Male, Female, Female, Female, Male, Female, Male, Male","White, White, Asian, Asian, Asian, Hispanic, White, White, Asian, White, White, Hispanic","Male, Male, Female, Male, Female, Female, Male, Male, Female, Male, Male","White, White, White, White, Asian, White, Black, White, White, White, Asian",4,1,0,0
Male,White,Ireland,21,2027,"Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Female, Female, Male, Male, Female, Male, Male, Female, Female, Male, Female, Female, Female, Male, Male, Female, Male, Female","White, Black, White, Asian, White, Asian, White, White, Asian, White, White, Asian, Asian, Asian, Hispanic, Black, White, Black, White, White, Black, Asian, Asian, Black, Asian, Black, Black, Asian, White, White, Hispanic, Black, Black, Black, White, Black","Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male","White, White, White, Asian, Asian, Asian, White, White, White, White, White, Asian, White, White, Hispanic, Asian, White, Black, Asian, Hispanic, White, Asian, White, Asian, White, White, White, White, White, Black, White, White, White, Black, White",7,2,0,0
Male,White,Germany,46,7776,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male","White, Asian, Asian, Asian, Asian, Black, Asian, White, Asian, Asian, White, White, Asian, White, White, Black, White, White, Black, White, Asian, Asian, Asian, White, White, White, White, White, Asian, White, Asian, White, Black, Asian, White, Asian, White, Asian, White, Black, White, White","Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, Hispanic, Hispanic, White, White, White, Asian, Asian, Asian, Asian, Asian, Asian, Black, White, Hispanic, White, White, White, White, White, Asian, White, White, White",15,6,0,0
Male,White,Canada,61,19097,"Male, Male, Female, Male, Male, Male, Male, Female, Female, Male, Male, Male, Female, Female, Female, Male, Female, Male, Male, Male, Female, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Female, Female, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female","White, White, White, White, Black, Asian, Black, Black, White, Asian, White, White, Black, Asian, White, Asian, Asian, Black, White, Asian, Asian, Hispanic, White, White, Black, Black, Hispanic, White, Hispanic, Asian, White, Asian, Hispanic, White, Asian, White, White, Black, Hispanic, White, White, White, White, Black, Hispanic, Asian, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Female, Female, Male, Male, Male, Male, Female, Female","Asian, White, White, Asian, White, White, White, White, White, White, White, White, Asian, White, White, Black, Asian, White, Asian, Black, Asian, White, Asian, Black, Asian, White, White, White",11,1,0,0
Male,Black,Brazil,39,11274,"Female, Male, Male, Male, Male, Male, Male, Male","Hispanic, Asian, Hispanic, Hispanic, Black, Asian, Black, Hispanic","Male, Female, Female, Male, Male, Female, Male","Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",0,0,0,0
Male,Asian,Romania,2,31,"Male, Male","Asian, Asian",Male,Black,0,0,0,0
Female,White,UK,13,775,"Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Female, Male, Female, Male, Male","Asian, White, White, White, Asian, Asian, Hispanic, Black, White, Asian, Black, Black, White, Black, Hispanic, Asian, Black, White, Asian, White","Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Black, Black, White, White, Hispanic, Hispanic, White, White, White, White, White, White, White, Hispanic, White, Hispanic, White, White",10,6,0,0
Female,Asian,Korea,20,2301,"Male, Male, Male","Asian, Asian, Asian","Male, Male, Female","Asian, Asian, Asian",0,0,0,0
Male,Hispanic,UK,56,16328,"Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Female, Male, Female, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Black, Asian, Asian, White, White, Hispanic, White, Asian, White, White, Hispanic, Asian, Hispanic, Asian, Asian, Hispanic, White, Asian, Hispanic, Hispanic, White, Black, White, White, White, Hispanic, Hispanic, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, White, White, White, Hispanic, White, White, Asian, Hispanic, White, Black, Asian, Asian","Male, Male, Male, Male, Female, Female, Female, Female, Female, Male, Male","Hispanic, White, Asian, Black, Hispanic, White, White, White, White, Asian, Hispanic",7,3,0,0
Female,White,UK,16,917,"Female, Male, Male, Male, Female, Female, Male, Female, Male, Male, Male, Female, Female, Male, Female, Female, Female, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Female, Male, Male, Female, Female, Female, Female, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Female, Female, Male, Female, Female, Male, Male, Male, Male, Female, Female, Female, Female, Female, Female, Female, Female, Male, Male, Female, Female, Male, Female, Female, Male, Male, Female, Male, Female, Male, Female, Male, Male, Male, Male, Female, Male, Female, Female, Female, Female, Female, Male, Female, Female, Male, Male, Male, Male, Female, Female","Black, White, Black, White, Black, Asian, Hispanic, Black, White, White, White, Asian, Hispanic, Hispanic, Asian, White, Asian, Asian, Black, Hispanic, Asian, White, White, White, White, White, White, White, White, White, White, White, Black, Black, White, White, Black, White, Black, White, Black, Black, White, Asian, Asian, Asian, Asian, Hispanic, Asian, White, White, Asian, Asian, White, White, White, White, White, Asian, Asian, White, White, Asian, Black, Asian, White, White, White, White, Black, Asian, Black, Black, Black, White, Black, Black, Asian, Asian, Asian, Black, White, White, Asian, Hispanic, Hispanic, Hispanic, Asian, Asian, White, Asian, White, White, White, White, White, White, Asian, White, Asian, White, Asian, White, Black, White, Asian, Black, Black, White, Black","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, White, White, White, White, White, White, White, White, White, White, White, Hispanic, Hispanic, White, White",16,11,5,4
Male,Asian,Australia,44,6273,"Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Female, Male, Male","Asian, Asian, Asian, Asian, White, White, Asian, Asian, Asian, Hispanic, Asian, Asian, Black, White, Asian, Black, Black","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",7,3,1,1
Male,Asian,Malaysia,14,704,"Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male","Black, Asian, Asian, Asian, Asian, Asian, Black, Asian, Asian, Asian, Asian, White, Asian, Asian","Female, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",5,3,1,1
Female,Asian,UK,14,748,"Male, Male, Male, Male, Female, Male, Male","Hispanic, Asian, Asian, Hispanic, Black, Black, White",Male,Asian,0,0,0,0
Male,Black,USA,6,198,"Female, Male, Male, Male, Male, Male, Male, Male, Female","Asian, Asian, Asian, White, White, Asian, Black, Asian, Asian","Male, Male, Male, Male, Female, Male, Female, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",3,2,1,1
Male,Asian,USA,4,108,"Male, Male, Female, Male, Male, Male, Male","Black, White, Hispanic, White, White, White, Asian","Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian",1,0,0,0
Male,Asian,USA,22,1909,"Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Female, Male, Female, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Female, Male, Male, Female, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male","White, White, White, White, Asian, Asian, White, White, Asian, Black, White, White, White, White, Asian, Asian, Asian, White, Asian, Asian, Asian, Asian, White, Black, White, Asian, Asian, Asian, Asian, White, White, White, White, White, White, Asian, Black, Hispanic, White, White, Asian, Asian, Asian, White, Asian, Asian, Asian, Asian, Asian, Asian, White, Hispanic, White, White, Asian","Male, Female, Female, Female, Male, Male, Male, Male, Female, Male","White, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",10,4,2,1
Male,Asian,USA,10,729,"Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male","White, Asian, Black, Asian, White, Asian, White, White, White, Black, White","Male, Male, Male, Male, Male, Female, Female, Male, Male, Male","Black, Black, White, Asian, Asian, Asian, Asian, Black, Black, Black",3,1,0,0
Female,Asian,UK,49,9141,"Female, Female, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Female, Male","Asian, Asian, Asian, Black, Black, White, Hispanic, White, White, White, Asian, White, Black, Asian, Black","Female, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male","Black, White, Black, White, White, White, White, White, White, Black, White, White, Black, White",5,3,3,2
Male,Hispanic,USA,19,3075,Female,White,"Male, Male, Male","White, White, White",0,0,0,0
Male,Asian,UK,32,4885,"Female, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Female, Male","Asian, Hispanic, White, Hispanic, Hispanic, Hispanic, White, White, White, Hispanic, White, Asian, Hispanic, White, Hispanic, Asian, Hispanic, White, Asian, Asian, Hispanic, Hispanic, Asian, Asian, White, Hispanic, Asian, Asian, Asian, White, Asian, White, Asian, White, White, Black","Male, Female, Male","White, White, White",1,0,0,0
Male,Asian,USA,51,20271,"Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Female","Black, White, White, White, White, White, White, Hispanic, White, White, White, White, White, White, White, White, White, Black, White, Hispanic, Asian, White, Black, Asian, White, White, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Hispanic, White, White, Black, White, White, White, White, White, White, White, White, White, White, White, White, Black, White, White, White, White, White, White, White, Black",13,9,5,4
Male,Hispanic,USA,35,5413,"Male, Male, Female, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Female, Male, Female, Female, Male, Male, Male, Female, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Female, Female, Female, Female, Female, Male, Female, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Female, Female, Female, Male, Male, Female, Male, Male, Female, Male, Male, Female, Male, Female, Male, Male, Female, Female, Male, Female, Female, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Female, Male, Female, Male, Male, Female, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male","White, White, Black, Asian, Asian, White, White, Black, Hispanic, Black, Black, White, Asian, Black, White, White, Asian, White, Asian, Black, Asian, Black, Black, Black, White, Asian, Hispanic, Asian, White, Hispanic, Asian, Asian, Asian, Asian, Black, Asian, Black, Asian, Hispanic, Black, White, Black, Asian, Asian, White, Asian, White, Hispanic, Hispanic, White, Asian, Asian, White, Asian, Asian, Asian, Black, Asian, White, Black, Black, White, White, Asian, Hispanic, White, Asian, Asian, Asian, Asian, White, Hispanic, White, White, Asian, Asian, Hispanic, White, White, Black, Hispanic, Asian, Asian, Black, Asian, Asian, Asian, White, White, Black, Asian, Black, Hispanic, White, Black, Hispanic, Asian, Asian, Hispanic, Asian, Hispanic, Asian, Asian, White, White, Asian, Asian, White, White, Asian, Asian, White, Asian, White, Black, Hispanic, Asian, White, White, Asian, Asian, Asian, Asian, Asian, White, White, Hispanic, Asian, Asian, Black, White, Black, Asian, White, Asian, White, White, Asian, Asian","Male, Male, Male, Male, Male","Asian, White, White, Black, Hispanic",5,3,0,0
Male,White,Spain,32,4577,"Female, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Male, Female, Male","Hispanic, White, Hispanic, Asian, Asian, Hispanic, Asian, Asian, White, Hispanic, Hispanic, White, Hispanic, White, Asian, Asian, Asian, Asian, Hispanic, Asian, Asian, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Black, Asian, Hispanic, Asian, Asian, White, Black, Black, Hispanic, Asian","Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male","Hispanic, Hispanic, Hispanic, Hispanic, White, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Hispanic, Asian, Hispanic, Asian, Hispanic",8,1,0,0
Male,Asian,France,28,3383,"Female, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male","White, Asian, Asian, Asian, Hispanic, White, Black, Asian, White, Asian, White, Hispanic, Hispanic, Black, Asian, Hispanic, Asian, Black, Asian, Asian, Black, Asian, White, Hispanic, Black, Asian, White, Hispanic, Asian, Hispanic, Hispanic, Asian, White, Asian, Hispanic, Hispanic, Asian, White, Hispanic, Hispanic, Hispanic, White, White, White, Hispanic, Hispanic, Hispanic, Hispanic, Asian, White, White, Asian, Hispanic, White, White, Hispanic, Hispanic, White, Asian, Asian, Asian, White, White, Hispanic, Asian, Asian, Hispanic","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Black, Asian, Asian, Black, Hispanic, Black, Black, Asian, Hispanic, White, Asian, Black, Black, Black, Black, Asian, Hispanic, Asian, Asian, Hispanic, Black, Black, Black, Black, Black, Asian, Black, Black, Hispanic, Black, Hispanic, Black, Black, Black, Black",24,10,2,0
